;N;VOZR;GOD_POST;VREM_OB;COD_COURS;UROVEN;NAPR;UZNAL;VR_PUT;PROFROD;TEACHER;STAG
1189;10380;13;2018;8;4;2;2;знакомые;40;технолог;7;15
1190;10381;13;2017;8;11;2;5;интернет;34;продавец;144;1
1191;10381;14;2018;8;19;3;5;интернет;34;продавец;144;2
1192;10382;15;2017;4;18;2;3;интернет;32;мастер;7;14
1193;10384;10;2017;8;1;1;1;знакомые;5;директор;143;1
1194;10384;11;2018;8;11;2;5;знакомые;5;директор;144;2
1195;10385;10;2017;1;0;1;1;знакомые;38;инд_предпр;141;2
1196;10385;11;2018;8;3;2;2;знакомые;38;инд_предпр;149;2
1197;10386;10;2017;8;0;1;1;интернет;18;научн_сотр;141;2
1198;10386;11;2018;8;3;2;2;интернет;18;научн_сотр;149;2
1199;10386;13;2020;8;18;2;3;интернет;18;научн_сотр;24;17
1200;10386;14;2021;8;8;3;2;интернет;18;научн_сотр;166;1
1201;10387;13;2017;8;2;1;1;интернет;14;домохозяйка;148;1
1202;10387;14;2018;1;18;2;3;интернет;14;домохозяйка;24;15
1203;10387;14;2018;8;11;2;5;интернет;14;домохозяйка;144;2
1204;10387;15;2019;1;5;3;2;интернет;14;домохозяйка;150;3
1205;10387;15;2019;8;19;3;5;интернет;14;домохозяйка;86;10
1206;10391;13;2017;8;11;2;5;знакомые;38;менеджер;144;1
1207;10392;15;2017;8;11;2;5;интернет;19;директор;144;1
1208;10394;12;2017;8;4;2;2;интернет;35;директор;7;14
1209;10394;13;2018;8;15;3;2;интернет;35;директор;130;5
1210;10394;14;2019;8;16;3;4;интернет;35;директор;140;5
1211;10395;10;2017;8;1;1;1;знакомые;5;н;143;1
1212;10395;11;2018;8;3;2;2;знакомые;5;н;149;2
1213;10395;12;2019;8;5;3;2;знакомые;5;н;150;3
1214;10399;13;2017;8;11;2;5;интернет;33;сотр_ооо;144;1
1215;10400;11;2017;8;1;1;1;интернет;8;предприниматель;143;1
1216;10400;12;2018;8;3;2;2;интернет;8;предприниматель;149;2
1217;10400;14;2020;8;2;1;1;интернет;8;предприниматель;148;4
1218;10400;15;2021;8;12;3;5;интернет;8;предприниматель;161;1
1219;10405;10;2017;3;1;1;1;интернет;15;инд_предпр;153;0
1220;10408;13;2017;8;2;1;1;интернет;43;н;148;1
1221;10409;14;2017;8;13;3;4;итмо;120;мастер;140;2
1222;10410;14;2017;8;18;2;3;знакомые;43;врач;7;14
1223;10410;15;2018;8;20;3;3;знакомые;43;врач;24;15
1224;10413;11;2017;8;0;1;1;интернет;5;инд_предпр;154;0
1225;10413;12;2018;8;3;2;2;интернет;5;инд_предпр;141;3
1226;10413;13;2019;7;7;3;2;интернет;5;инд_предпр;141;4
1227;10413;14;2020;2;4;2;2;интернет;5;инд_предпр;7;17
1228;10413;15;2021;8;4;2;2;интернет;5;инд_предпр;7;18
1229;10414;10;2017;8;0;1;1;знакомые;28;бухгалтер;141;2
1230;10414;11;2018;8;11;2;5;знакомые;28;бухгалтер;144;2
1231;10415;10;2017;8;1;1;1;знакомые;5;ген_дир;153;0
1232;10415;11;2018;8;11;2;5;знакомые;5;ген_дир;86;9
1233;10415;11;2018;8;2;1;1;знакомые;5;ген_дир;148;2
1234;10418;12;2017;8;3;2;2;интернет;32;сотр_мед;141;2
1235;10419;11;2017;8;1;1;1;знакомые;5;домохозяйка;143;1
1236;10419;12;2018;8;2;1;1;знакомые;5;домохозяйка;156;0
1237;10420;13;2017;2;18;2;3;вк;35;домохозяйка;24;14
1238;10420;13;2017;8;11;2;5;вк;35;домохозяйка;144;1
1239;10420;14;2018;8;19;3;5;вк;35;домохозяйка;144;2
1240;10422;11;2017;8;1;1;1;знакомые;8;сотр_ано;153;0
1241;10422;12;2018;3;4;2;2;знакомые;8;сотр_ано;7;15
1242;10423;9;2017;8;1;1;1;знакомые;8;сотр_ано;153;0
1243;10423;10;2018;3;4;2;2;знакомые;8;сотр_ано;7;15
1244;10424;9;2017;8;0;1;1;интернет;28;директор;149;1
1245;10426;12;2017;8;2;1;1;знакомые;36;инженер;148;1
1246;10426;13;2018;8;11;2;5;знакомые;36;инженер;86;9
1247;10426;14;2019;8;17;3;3;знакомые;36;инженер;148;3
1248;10426;15;2020;8;18;2;3;знакомые;36;инженер;24;17
1249;10426;16;2021;8;20;3;3;знакомые;36;инженер;24;18
1250;10431;12;2017;8;2;1;1;интернет;25;н;148;1
1251;10431;13;2018;8;4;2;2;интернет;25;н;7;15
1252;10431;14;2019;3;5;3;2;интернет;25;н;150;3
1253;10431;14;2019;8;13;3;4;интернет;25;н;130;6
1254;10432;12;2017;8;13;3;4;газета;5;н;130;4
1255;10433;9;2017;8;0;1;1;знакомые;22;инд_предпр;149;1
1256;10438;14;2017;1;18;2;3;интернет;40;админ;24;14
1257;10438;14;2017;7;20;3;3;интернет;40;админ;24;14
1258;10441;14;2017;8;13;3;4;интернет;15;сотр_ооо;130;4
1259;10442;15;2017;8;18;2;3;знакомые;28;нотариус;24;14
1260;10444;12;2017;8;13;3;4;интернет;5;директор;140;3
1261;10444;12;2017;8;2;1;1;интернет;5;директор;148;1
1262;10444;13;2018;4;5;3;2;интернет;5;директор;150;2
1263;10444;13;2018;8;16;3;4;интернет;5;директор;140;4
1264;10444;14;2019;6;18;2;3;интернет;5;директор;24;16
1265;10446;9;2017;8;0;1;1;интернет;17;инд_предпр;149;1
1266;10446;10;2018;8;3;2;2;интернет;17;инд_предпр;141;3
1267;10446;11;2019;3;7;3;2;интернет;17;инд_предпр;141;4
1268;10449;13;2017;2;13;3;4;интернет;19;н;130;4
1269;10450;11;2017;6;2;1;1;знакомые;40;директор;148;1
1270;10450;12;2018;8;4;2;2;знакомые;40;директор;7;15
1271;10450;12;2018;2;11;2;5;знакомые;40;директор;144;2
1272;10450;12;2018;7;3;2;2;знакомые;40;директор;141;3
1273;10450;13;2019;8;16;3;4;знакомые;40;директор;140;4
1274;10451;10;2017;8;0;1;1;интернет;37;домохозяйка;141;2
1275;10451;11;2018;8;1;1;1;интернет;37;домохозяйка;143;2
1276;10451;12;2019;8;4;2;2;интернет;37;домохозяйка;7;16
1277;10451;13;2020;8;11;2;5;интернет;37;домохозяйка;86;11
1278;10451;14;2021;8;19;3;5;интернет;37;домохозяйка;86;12
1279;10453;11;2017;3;3;2;2;знакомые;40;менеджер;141;2
1280;10454;14;2017;8;18;2;3;знакомые;25;директор;7;14
1281;10454;15;2018;8;20;3;3;знакомые;25;директор;24;15
1282;10455;9;2017;8;0;1;1;знакомые;37;специалист;141;2
1283;10455;10;2018;8;1;1;1;знакомые;37;специалист;143;2
1284;10455;11;2019;8;2;1;1;знакомые;37;специалист;148;3
1285;10457;17;2017;8;11;2;5;интернет;33;н;153;0
1286;10457;18;2018;8;19;3;5;интернет;33;н;144;2
1287;10458;15;2017;8;11;2;5;интернет;19;н;153;0
1288;10458;16;2018;8;19;3;5;интернет;19;н;144;2
1289;10460;14;2017;8;2;1;1;знакомые;43;программист;148;1
1290;10461;13;2017;3;13;3;4;знакомые;43;программист;130;4
1291;10463;14;2017;1;11;2;5;знакомые;5;директор;144;1
1292;10463;14;2017;3;1;1;1;знакомые;5;директор;143;2
1293;10465;12;2017;8;2;1;1;знакомые;30;н;148;1
1294;10465;13;2018;2;11;2;5;знакомые;30;н;153;1
1295;10465;14;2019;8;17;3;3;знакомые;30;н;148;3
1296;10466;12;2017;8;1;1;1;знакомые;35;ассистент;143;1
1297;10466;13;2018;8;4;2;2;знакомые;35;ассистент;7;15
1298;10467;12;2017;8;2;1;1;интернет;36;зам_нач;148;1
1299;10467;13;2018;8;17;3;3;интернет;36;зам_нач;148;2
1300;10467;14;2019;8;18;2;3;интернет;36;зам_нач;24;16
1301;10467;15;2020;8;20;3;3;интернет;36;зам_нач;24;17
1302;10467;16;2021;8;12;3;5;интернет;36;зам_нач;161;1
1303;10468;11;2017;8;1;1;1;родств;33;бухгалтер;143;1
1304;10468;12;2018;8;11;2;5;родств;33;бухгалтер;153;1
1305;10468;13;2019;2;19;3;5;родств;33;бухгалтер;86;10
1306;10468;13;2019;8;2;1;1;родств;33;бухгалтер;148;3
1307;10468;14;2020;8;4;2;2;родств;33;бухгалтер;163;0
1308;10468;15;2021;8;13;3;4;родств;33;бухгалтер;152;5
1309;10473;16;2017;2;16;3;4;интернет;33;н;140;2
1310;10474;15;2017;8;18;2;3;интернет;36;инженер;24;14
1311;10474;16;2018;8;11;2;5;интернет;36;инженер;144;2
1312;10475;14;2017;4;13;3;4;знакомые;5;сотр_итмо;140;2
1313;10477;13;2017;8;11;2;5;н;15;н;144;1
1314;10478;13;2017;8;18;2;3;интернет;14;инд_предпр;7;14
1315;10479;15;2017;8;18;2;3;знакомые;38;н;24;14
1316;10481;15;2017;8;18;2;3;интернет;5;преподаватель;24;14
1317;10482;14;2017;8;18;2;3;вк;48; представитель;24;14
1318;10482;15;2018;8;4;2;2;вк;48; представитель;7;15
1319;10482;16;2019;8;15;3;2;вк;48; представитель;130;5
1320;10483;14;2017;8;18;2;3;интернет;36;директор;24;14
1321;10483;15;2018;8;20;3;3;интернет;36;директор;24;15
1322;10484;14;2017;8;18;2;3;интернет;36;н;24;14
1323;10485;13;2017;5;18;2;3;вк;30;н;24;14
1324;10485;14;2018;3;18;2;3;вк;30;н;24;14
1325;10485;14;2018;8;11;2;5;вк;30;н;144;2
1326;10486;10;2017;8;0;1;1;вк;40;н;141;2
1327;10487;10;2017;8;0;1;1;знакомые;40;домохозяйка;141;2
1328;10487;11;2018;8;2;1;1;знакомые;40;домохозяйка;148;2
1329;10487;12;2019;6;11;2;5;знакомые;40;домохозяйка;86;10
1330;10487;13;2020;8;1;1;1;знакомые;40;домохозяйка;143;4
1331;10489;9;2017;5;0;1;1;вк;8;Домохозяйка;141;2
1332;10491;15;2017;8;11;2;5;знакомые;38;н;144;1
1333;10492;9;2017;8;0;1;1;интернет;15;н;141;2
1334;10492;10;2018;7;3;2;2;интернет;15;н;154;1
1335;10494;9;2017;8;0;1;1;вк;19;управляющий;149;1
1336;10494;10;2018;8;1;1;1;вк;19;управляющий;143;2
1337;10494;11;2019;8;2;1;1;вк;19;управляющий;156;1
1338;10494;12;2020;8;3;2;2;вк;19;управляющий;162;0
1339;10497;12;2017;2;1;1;1;знакомые;33;н;143;1
1340;10498;15;2017;8;11;2;5;н;22;н;153;0
1341;10499;14;2017;8;11;2;5;н;22;руководитель;153;0
1342;10500;15;2017;8;11;2;5;знакомые;15;н;144;1
1343;10501;11;2017;8;11;2;5;знакомые;34;н;144;1
1344;10501;12;2018;8;19;3;5;знакомые;34;н;144;2
1345;10502;11;2017;8;1;1;1;интернет;40;директор;153;0
1346;10502;12;2018;8;2;1;1;интернет;40;директор;156;0
1347;10502;13;2019;8;11;2;5;интернет;40;директор;153;2
1348;10502;14;2020;1;19;3;5;интернет;40;директор;86;11
1349;10502;14;2020;3;18;2;3;интернет;40;директор;24;17
1350;10504;14;2017;8;19;3;5;вк;35;фрилансер;144;1
1351;10505;13;2017;8;11;2;5;знакомые;14;н;153;0
1352;10506;12;2017;8;11;2;5;интернет;8;н;144;1
1353;10506;13;2018;8;19;3;5;интернет;8;н;144;2
1354;10506;14;2019;8;13;3;4;интернет;8;н;155;1
1355;10506;15;2020;8;16;3;4;интернет;8;н;140;5
1356;10507;14;2017;1;2;1;1;знакомые;36;менеджер;148;1
1357;10509;14;2017;8;18;2;3;интернет;36;н;7;14
1358;10513;10;2017;8;0;1;1;знакомые;5;инженер;149;1
1359;10514;16;2017;2;18;2;3;интернет;32;бухгалтер;7;14
1360;10515;16;2017;8;18;2;3;интернет;34;технолог;24;14
1361;10516;13;2017;8;11;2;5;знакомые;14;н;153;0
1362;10518;13;2017;8;13;3;4;интернет;38;сотр_банка;140;3
1363;10518;14;2018;8;18;2;3;интернет;38;сотр_банка;24;15
1364;10519;11;2017;8;0;1;1;интернет;19;н;154;0
1365;10519;12;2018;8;3;2;2;интернет;19;н;141;3
1366;10519;12;2018;1;4;2;2;интернет;19;н;7;15
1367;10519;12;2018;8;2;1;1;интернет;19;н;156;0
1368;10519;13;2019;2;11;2;5;интернет;19;н;86;10
1369;10519;13;2019;8;13;3;4;интернет;19;н;155;1
1370;10519;14;2020;3;15;3;2;интернет;19;н;130;7
1371;10520;15;2017;8;18;2;3;знакомые;40;н;24;14
1372;10521;15;2017;8;13;3;4;интернет;36;н;130;4
1373;10522;14;2017;5;13;3;4;знакомые;38;директор;130;4
1374;10523;14;2017;8;13;3;4;знакомые;22;н;130;4
1375;10524;13;2017;8;13;3;4;знакомые;33;сотр_связь;140;3
1376;10524;14;2018;8;16;3;4;знакомые;33;сотр_связь;140;3
1377;10525;12;2017;8;3;2;2;знакомые;37;менеджер;149;1
1378;10526;11;2017;8;0;1;1;интернет;16;специалист;154;0
1379;10526;12;2018;8;3;2;2;интернет;16;специалист;141;3
1380;10526;13;2019;8;11;2;5;интернет;16;специалист;153;2
1381;10526;14;2020;8;19;3;5;интернет;16;специалист;86;11
1382;10527;8;2017;8;0;1;1;интернет;19;н;154;0
1383;10527;9;2018;8;1;1;1;интернет;19;н;143;2
1384;10527;10;2019;8;2;1;1;интернет;19;н;156;1
1385;10528;9;2017;8;0;1;1;вк;32;сисадмин;154;0
1386;10528;10;2018;6;3;2;2;вк;32;сисадмин;141;3
1387;10528;11;2019;8;13;3;4;вк;32;сисадмин;140;4
1388;10530;11;2017;8;4;2;2;интернет;40;бухгалтер;7;14
1389;10530;12;2018;5;13;3;4;интернет;40;бухгалтер;140;3
1390;10530;13;2019;8;11;2;5;интернет;40;бухгалтер;86;10
1391;10530;14;2020;8;19;3;5;интернет;40;бухгалтер;86;11
1392;10538;17;2017;3;16;3;7;знакомые;19;н;7;14
1393;10540;10;2017;8;1;1;1;знакомые;22;н;143;2
1394;10542;13;2017;8;13;3;4;интернет;36;н;130;4
1395;10542;15;2019;7;16;3;4;интернет;36;н;140;4
1396;10544;10;2017;4;0;1;1;знакомые;28;директор;154;0
1397;10544;10;2017;8;3;2;2;знакомые;28;директор;149;1
1398;10544;11;2018;4;0;1;1;знакомые;28;директор;154;0
1399;10544;11;2018;5;13;3;4;знакомые;28;директор;140;3
1400;10544;11;2018;5;13;3;4;знакомые;28;директор;140;3
1401;10545;9;2017;8;0;1;1;интернет;48;менеджер;149;1
1402;10545;10;2018;8;1;1;1;интернет;48;менеджер;153;1
1403;10546;14;2018;8;18;2;3;интернет;34;н;24;15
1404;10546;16;2020;2;11;2;5;интернет;34;н;161;0
1405;10547;16;2017;8;11;2;5;знакомые;19;н;144;1
1406;10548;11;2017;8;0;1;1;знакомые;40;адвокат;141;2
1407;10548;12;2018;8;2;1;1;знакомые;40;адвокат;148;2
1408;10548;13;2019;8;11;2;5;знакомые;40;адвокат;86;10
1409;10548;14;2020;8;18;2;3;знакомые;40;адвокат;24;17
1410;10548;15;2021;8;19;3;5;знакомые;40;адвокат;86;12
1411;10549;12;2017;8;3;2;2;знакомые;30;домохозяйка;149;1
1412;10549;13;2018;8;7;3;2;знакомые;30;домохозяйка;149;2
1413;10552;14;2017;8;11;2;5;знакомые;15;менеджер;144;1
1414;10553;9;2017;8;0;1;1;знакомые;22;н;149;1
1415;10554;14;2017;8;18;2;3;знакомые;40;заместитель;24;14
1416;10556;9;2017;8;0;1;1;знакомые;14;экономист;154;0
1417;10556;10;2018;8;1;1;1;знакомые;14;экономист;143;2
1418;10556;11;2019;8;13;3;4;знакомые;14;экономист;140;4
1419;10556;12;2020;8;16;3;4;знакомые;14;экономист;140;5
1420;10556;13;2021;8;18;2;3;знакомые;14;экономист;24;18
1421;10557;10;2017;8;0;1;1;итмо;38;н;149;1
1422;10557;13;2020;8;11;2;5;итмо;38;н;86;11
1423;10557;14;2021;8;19;3;5;итмо;38;н;86;12
1424;10559;14;2017;4;18;2;3;знакомые;36;инд_предпр;24;14
1425;10559;15;2018;5;18;2;3;знакомые;36;инд_предпр;7;14
1426;10560;13;2017;8;13;3;4;интернет;42;специалист;140;2
1427;10561;8;2017;8;0;1;1;интернет;19;менеджер;154;0
1428;10561;9;2018;8;1;1;1;интернет;19;менеджер;143;2
1429;10561;11;2020;8;11;2;5;интернет;19;менеджер;161;0
1430;10561;12;2021;8;18;2;3;интернет;19;менеджер;159;1
1431;10562;11;2017;8;0;1;1;интернет;38;руководитель;149;1
1432;10562;12;2018;8;3;2;2;интернет;38;руководитель;149;2
1433;10562;13;2019;8;5;3;2;интернет;38;руководитель;150;3
1434;10563;9;2017;8;0;1;1;знакомые;18;начальник;154;0
1435;10563;10;2018;8;1;1;1;знакомые;18;начальник;153;1
1436;10563;11;2019;8;2;1;1;знакомые;18;начальник;156;1
1437;10563;12;2020;8;11;2;5;знакомые;18;начальник;161;0
1438;10565;15;2017;4;11;2;5;интернет;43;админ;153;0
1439;10566;16;2017;8;20;3;3;интернет;18;врач;24;14
1440;10567;14;2017;8;3;2;2;знакомые;14;менеджер;141;2
1441;10568;14;2017;2;18;2;3;интернет;16;н;24;14
1442;10569;9;2017;8;0;1;1;знакомые;5;домохозяйка;154;0
1443;10569;10;2018;8;3;2;2;знакомые;5;домохозяйка;141;3
1444;10569;10;2018;8;2;1;1;знакомые;5;домохозяйка;156;0
1445;10569;10;2018;8;1;1;1;знакомые;5;домохозяйка;143;2
1446;10569;11;2019;8;13;3;4;знакомые;5;домохозяйка;140;5
